name	link	tuits	retuits	rteados	followers	following	status	location	Walktrap
@ArnauLopezAndre	<a href="https://twitter.com/ArnauLopezAndre" target="_blank">ArnauLopezAndre</a>	3	0	1	696	1182	6028	Països Catalans	030
@arnauMP7	<a href="https://twitter.com/arnauMP7" target="_blank">arnauMP7</a>	1	0	1	83	243	124	Països Catalans	083
@Arnolinho	<a href="https://twitter.com/Arnolinho" target="_blank">Arnolinho</a>	1	0	1	151	885	1879		190
@Arran_jovent	<a href="https://twitter.com/Arran_jovent" target="_blank">Arran_jovent</a>	2	0	1	22066	1030	23631	Països Catalans	041
@Arran_Tarragona	<a href="https://twitter.com/Arran_Tarragona" target="_blank">Arran_Tarragona</a>	5	6	0	1300	1039	2388	Tarragona, Països Catalans	041
@ArranLaPlana	<a href="https://twitter.com/ArranLaPlana" target="_blank">ArranLaPlana</a>	1	0	1	580	225	1931	La Plana, Països Catalans	041
@ArranVlc	<a href="https://twitter.com/ArranVlc" target="_blank">ArranVlc</a>	2	0	1	796	143	1597	València, Països Catalans	041
@arsraul	<a href="https://twitter.com/arsraul" target="_blank">arsraul</a>	3	0	1	44	356	278	Tarragona, Catalunya	041
@ArturColl	<a href="https://twitter.com/ArturColl" target="_blank">ArturColl</a>	9	1	0	1068	482	10621	Barcelona	253
@arturdcatalonia	<a href="https://twitter.com/arturdcatalonia" target="_blank">arturdcatalonia</a>	2	0	2	1084	3153	417		002
@arturorosero1	<a href="https://twitter.com/arturorosero1" target="_blank">arturorosero1</a>	1	0	1	172	156	14192	España	012
@askari222	<a href="https://twitter.com/askari222" target="_blank">askari222</a>	50	0	3	46	34	9286		032
@ASomosaguas	<a href="https://twitter.com/ASomosaguas" target="_blank">ASomosaguas</a>	1	0	1	1408	270	868		085
@AssembleaCunit	<a href="https://twitter.com/AssembleaCunit" target="_blank">AssembleaCunit</a>	5	0	1	338	319	4970	Cunit, Tarragona, Catalunya	078
@assembleagroga	<a href="https://twitter.com/assembleagroga" target="_blank">assembleagroga</a>	0	1	0					012
@Assembleapv	<a href="https://twitter.com/Assembleapv" target="_blank">Assembleapv</a>	23	0	1	1126	963	11933	País Valencià	069
@AssembleaValls	<a href="https://twitter.com/AssembleaValls" target="_blank">AssembleaValls</a>	7	1	0	2443	2054	7390	Valls, Països Catalans	252
@ateneuhosta	<a href="https://twitter.com/ateneuhosta" target="_blank">ateneuhosta</a>	2	1	0	931	1134	1751	c/Elisi 20, Hostafrancs, PPCC	248
@atopeuri	<a href="https://twitter.com/atopeuri" target="_blank">atopeuri</a>	21	0	1	747	2487	47713		175
@AtzeriesVella	<a href="https://twitter.com/AtzeriesVella" target="_blank">AtzeriesVella</a>	0	1	0					034
@AugeAabye	<a href="https://twitter.com/AugeAabye" target="_blank">AugeAabye</a>	23	0	1	2418	2482	53732	Barcelona España Catalunya	234
@AUP_UCM	<a href="https://twitter.com/AUP_UCM" target="_blank">AUP_UCM</a>	0	8	0					085
@AuriCurado	<a href="https://twitter.com/AuriCurado" target="_blank">AuriCurado</a>	2	0	1	67	268	1179	NuncaJamas	016
@Aurora_Madaula	<a href="https://twitter.com/Aurora_Madaula" target="_blank">Aurora_Madaula</a>	2	1	0	3397	2438	24836	Catalunya	241
@AutenticSamu	<a href="https://twitter.com/AutenticSamu" target="_blank">AutenticSamu</a>	8	0	1	967	1189	21584	Sabadell, Catalunya	001
@avilagrann	<a href="https://twitter.com/avilagrann" target="_blank">avilagrann</a>	9	0	1	2701	1258	145597	Vitoria-Gasteiz (Euskalherria)	001
@Axelman72	<a href="https://twitter.com/Axelman72" target="_blank">Axelman72</a>	1	0	1	74	52	232		079
@axtorres	<a href="https://twitter.com/axtorres" target="_blank">axtorres</a>	0	1	0					240
@AyemOskoz	<a href="https://twitter.com/AyemOskoz" target="_blank">AyemOskoz</a>	2	0	2	555	1657	5970		071
@Azema47Ferran	<a href="https://twitter.com/Azema47Ferran" target="_blank">Azema47Ferran</a>	1	2	0	19	38	444	Barcelona	121
@b4lduf4	<a href="https://twitter.com/b4lduf4" target="_blank">b4lduf4</a>	1	0	1	2684	1200	38652	Barcelona	001
@BadiaJordi	<a href="https://twitter.com/BadiaJordi" target="_blank">BadiaJordi</a>	3	0	1	2570	730	8853	La Guàrdia Pilosa	079
@Banetes	<a href="https://twitter.com/Banetes" target="_blank">Banetes</a>	1	0	1	516	414	29823		083
@bannedgarden	<a href="https://twitter.com/bannedgarden" target="_blank">bannedgarden</a>	6	0	1	160	312	7774	Barcelona	007
@banyeta3	<a href="https://twitter.com/banyeta3" target="_blank">banyeta3</a>	2	0	1	37	197	3327		001
@barnimile	<a href="https://twitter.com/barnimile" target="_blank">barnimile</a>	16	0	1	1654	2311	41860	Premià de Dalt, Rep.Catalunya	001
@BaroOriol	<a href="https://twitter.com/BaroOriol" target="_blank">BaroOriol</a>	2	0	2	76	248	320		047
@BarretinaMan	<a href="https://twitter.com/BarretinaMan" target="_blank">BarretinaMan</a>	15	0	1	744	1643	5144		001
@barril9	<a href="https://twitter.com/barril9" target="_blank">barril9</a>	1	0	1	37	150	378	Catalunya	001
@barslonga	<a href="https://twitter.com/barslonga" target="_blank">barslonga</a>	1	0	1	61	110	1109		095
@basquetmanSBMB	<a href="https://twitter.com/basquetmanSBMB" target="_blank">basquetmanSBMB</a>	3	0	1	458	271	11552		001
@BasVilalta	<a href="https://twitter.com/BasVilalta" target="_blank">BasVilalta</a>	2	0	1	5	35	405		071
@bbeamunnoz	<a href="https://twitter.com/bbeamunnoz" target="_blank">bbeamunnoz</a>	1	0	1	180	197	12131	MADRID	085
@BCibada	<a href="https://twitter.com/BCibada" target="_blank">BCibada</a>	4	0	1	21	119	2087		072
@BcnDesencantat	<a href="https://twitter.com/BcnDesencantat" target="_blank">BcnDesencantat</a>	9	0	1	405	1895	7029	Barcelona  Catalunya	006
@BegoAlmor	<a href="https://twitter.com/BegoAlmor" target="_blank">BegoAlmor</a>	5	0	1	73	313	3307	Gavà -Barcelona	001
@begom0616	<a href="https://twitter.com/begom0616" target="_blank">begom0616</a>	1	0	1	12	105	187		071
@Belaroi	<a href="https://twitter.com/Belaroi" target="_blank">Belaroi</a>	43	0	1	533	652	18743	Girona	097
@belconde1	<a href="https://twitter.com/belconde1" target="_blank">belconde1</a>	1	0	1	5	38	191		001
@belenita86	<a href="https://twitter.com/belenita86" target="_blank">belenita86</a>	1	0	1	462	864	24243	En la ciudad del Betis	080
@belkalenok2101	<a href="https://twitter.com/belkalenok2101" target="_blank">belkalenok2101</a>	4	0	1	134	82	6687		001
@Benicolet	<a href="https://twitter.com/Benicolet" target="_blank">Benicolet</a>	1	0	1	900	2030	22184	benicolet	141
@BerenguerPastor	<a href="https://twitter.com/BerenguerPastor" target="_blank">BerenguerPastor</a>	6	0	1	342	647	7288	Monarquia Catalana. UE	001
@BernatGuixeras	<a href="https://twitter.com/BernatGuixeras" target="_blank">BernatGuixeras</a>	10	0	1	53	290	2173		012
@bernatpicornell	<a href="https://twitter.com/bernatpicornell" target="_blank">bernatpicornell</a>	0	1	0					237
@BernatSoler_CAT	<a href="https://twitter.com/BernatSoler_CAT" target="_blank">BernatSoler_CAT</a>	0	1	0					235
@bertacodineta	<a href="https://twitter.com/bertacodineta" target="_blank">bertacodineta</a>	1	0	1	101	146	1790	Berga	001
@BertaFaro1	<a href="https://twitter.com/BertaFaro1" target="_blank">BertaFaro1</a>	33	0	1	94	59	5964		001
@bertasosa91	<a href="https://twitter.com/bertasosa91" target="_blank">bertasosa91</a>	9	0	1	90	223	2800		009
@berthramn	<a href="https://twitter.com/berthramn" target="_blank">berthramn</a>	3	0	1	558	691	15248	Vilabertran, Catalunya	001
@Bet_2017	<a href="https://twitter.com/Bet_2017" target="_blank">Bet_2017</a>	3	0	1	31	274	711	Olot_Catalunya	001
@BetonaComin	<a href="https://twitter.com/BetonaComin" target="_blank">BetonaComin</a>	2	1	1	3119	1705	40742	Catalunya	006
@bf82ad0de785402	<a href="https://twitter.com/bf82ad0de785402" target="_blank">bf82ad0de785402</a>	1	0	1	182	978	3053		071
@bicibona	<a href="https://twitter.com/bicibona" target="_blank">bicibona</a>	6	0	2	235	516	17730		014
@bigenderscum	<a href="https://twitter.com/bigenderscum" target="_blank">bigenderscum</a>	1	0	1	49	231	5843	Barcelona, Països Catalans	079
@bilbasket	<a href="https://twitter.com/bilbasket" target="_blank">bilbasket</a>	3	0	1	282	307	24384		071
@binbonbanblog	<a href="https://twitter.com/binbonbanblog" target="_blank">binbonbanblog</a>	2	0	1	627	225	4054		107
@BioMaresme	<a href="https://twitter.com/BioMaresme" target="_blank">BioMaresme</a>	7	0	1	1353	2415	11840	Catalunya	001
@Biorebeca	<a href="https://twitter.com/Biorebeca" target="_blank">Biorebeca</a>	36	0	1	418	513	17634		001
@birloche	<a href="https://twitter.com/birloche" target="_blank">birloche</a>	8	0	1	115	1325	2713	Barcelona	001
@blaibugi	<a href="https://twitter.com/blaibugi" target="_blank">blaibugi</a>	1	0	1	61	526	30		071
@blairodriguez	<a href="https://twitter.com/blairodriguez" target="_blank">blairodriguez</a>	37	0	3	3676	1413	22381	els encants. barna.	012
@blancabusquets	<a href="https://twitter.com/blancabusquets" target="_blank">blancabusquets</a>	2	0	1	1064	691	3179	Catalunya	001
@Blancafaldabo	<a href="https://twitter.com/Blancafaldabo" target="_blank">Blancafaldabo</a>	6	0	1	123	74	767	España	001
@blancamarch	<a href="https://twitter.com/blancamarch" target="_blank">blancamarch</a>	0	2	0					025
@blauvermell	<a href="https://twitter.com/blauvermell" target="_blank">blauvermell</a>	2	0	1	81	231	983		001
@blligadas	<a href="https://twitter.com/blligadas" target="_blank">blligadas</a>	3	1	0	1674	1071	18874	Catalunya	222
@BoiSentis	<a href="https://twitter.com/BoiSentis" target="_blank">BoiSentis</a>	9	0	1	12	77	2551	Sabadell. Catalunya	030
@Bomberssllo	<a href="https://twitter.com/Bomberssllo" target="_blank">Bomberssllo</a>	1	1	0	832	307	457	Sant Llorenç de Morunys	221
@bombersvlrd	<a href="https://twitter.com/bombersvlrd" target="_blank">bombersvlrd</a>	1	3	0	996	724	294	Catalunya (Tgn - Alt Camp)	028
@Boncopdefals1	<a href="https://twitter.com/Boncopdefals1" target="_blank">Boncopdefals1</a>	1	0	1	103	552	638	Catalunya, Espanya	138
@BordallaLa	<a href="https://twitter.com/BordallaLa" target="_blank">BordallaLa</a>	2	0	1	45	47	31		018
@bosgosu1159	<a href="https://twitter.com/bosgosu1159" target="_blank">bosgosu1159</a>	2	0	1	328	310	11875		008
@boumariajosep	<a href="https://twitter.com/boumariajosep" target="_blank">boumariajosep</a>	4	0	1	13	155	1676		001
@BouNuria	<a href="https://twitter.com/BouNuria" target="_blank">BouNuria</a>	1	0	1	197	189	868	Sant Cugat	189
@BouOriol	<a href="https://twitter.com/BouOriol" target="_blank">BouOriol</a>	4	0	2	54	49	8449		001
@BrfCool	<a href="https://twitter.com/BrfCool" target="_blank">BrfCool</a>	2	0	1	14	100	786		024
@briansantos31	<a href="https://twitter.com/briansantos31" target="_blank">briansantos31</a>	1	0	1	87	270	1028		080
@Brugarolas	<a href="https://twitter.com/Brugarolas" target="_blank">Brugarolas</a>	2	1	0	2496	1834	7579	Sant Cugat	001
@brunatribo	<a href="https://twitter.com/brunatribo" target="_blank">brunatribo</a>	2	0	1	106	202	395	Sant Esteve de Palautordera	018
@bruno_casteur	<a href="https://twitter.com/bruno_casteur" target="_blank">bruno_casteur</a>	2	0	1	69	179	4348		013
@buxi1972	<a href="https://twitter.com/buxi1972" target="_blank">buxi1972</a>	8	0	1	99	114	3422	Arrelada a la Vall del Ges.	071
@bvitlloch	<a href="https://twitter.com/bvitlloch" target="_blank">bvitlloch</a>	1	0	1	12	54	33		016
@bzarrabeitia	<a href="https://twitter.com/bzarrabeitia" target="_blank">bzarrabeitia</a>	1	0	1	8525	7373	75058	Bilbao, Euskal Herria	107
@C_TTME	<a href="https://twitter.com/C_TTME" target="_blank">C_TTME</a>	15	0	1	5	60	1982		001
@c9muntane	<a href="https://twitter.com/c9muntane" target="_blank">c9muntane</a>	12	0	2	111	258	8767		001
@cabaxa1	<a href="https://twitter.com/cabaxa1" target="_blank">cabaxa1</a>	10	0	1	31	236	6445		025
@CalamityDjon	<a href="https://twitter.com/CalamityDjon" target="_blank">CalamityDjon</a>	6	2	0	1986	1921	25545	En viatge interstel·lar.	132
@Calbarro	<a href="https://twitter.com/Calbarro" target="_blank">Calbarro</a>	0	1	0					217
@CallesJmsanchez	<a href="https://twitter.com/CallesJmsanchez" target="_blank">CallesJmsanchez</a>	2	0	1	200	582	5731	Barcelona	011
@calsojorn	<a href="https://twitter.com/calsojorn" target="_blank">calsojorn</a>	6	0	1	561	326	71542		019
@CalTolla	<a href="https://twitter.com/CalTolla" target="_blank">CalTolla</a>	15	0	1	2781	2310	85386	Catalunya	001
@CalvetMarilo	<a href="https://twitter.com/CalvetMarilo" target="_blank">CalvetMarilo</a>	1	0	1	9	167	17		008
@Campdelasort	<a href="https://twitter.com/Campdelasort" target="_blank">Campdelasort</a>	6	0	3	472	492	1579	Bonastre, Tarragona	028
@cancapablanca	<a href="https://twitter.com/cancapablanca" target="_blank">cancapablanca</a>	0	22	0					012
@Candeliano	<a href="https://twitter.com/Candeliano" target="_blank">Candeliano</a>	0	4	0					001
@canelons12	<a href="https://twitter.com/canelons12" target="_blank">canelons12</a>	11	0	1	48	65	13348		066
@canricart	<a href="https://twitter.com/canricart" target="_blank">canricart</a>	31	0	1	600	511	14383	poblenou (barcelona)	008
@CapgiremVic	<a href="https://twitter.com/CapgiremVic" target="_blank">CapgiremVic</a>	2	0	1	1849	451	11615		017
@capitacanavego	<a href="https://twitter.com/capitacanavego" target="_blank">capitacanavego</a>	14	0	1	642	1956	31565		002
@caragirat	<a href="https://twitter.com/caragirat" target="_blank">caragirat</a>	5	0	1	2306	1890	55587	BARCELONA - Catalunya	006
@carlaa_r	<a href="https://twitter.com/carlaa_r" target="_blank">carlaa_r</a>	1	0	1	137	223	1349		283
@carles_giroimat	<a href="https://twitter.com/carles_giroimat" target="_blank">carles_giroimat</a>	5	0	1	1926	1389	7113	Salt - Girona - Barcelona	154
@Carles_Sec	<a href="https://twitter.com/Carles_Sec" target="_blank">Carles_Sec</a>	10	0	1	95	74	4363		009
@Carles1968	<a href="https://twitter.com/Carles1968" target="_blank">Carles1968</a>	2	0	1	196	630	1828	Sabadell - Països Catalans	013
@carlesarmengol	<a href="https://twitter.com/carlesarmengol" target="_blank">carlesarmengol</a>	8	0	2	3361	2986	57606		001
@carlesbert	<a href="https://twitter.com/carlesbert" target="_blank">carlesbert</a>	6	5	0	323	301	3261	Barcelona, Espanya	004
@carlescid1	<a href="https://twitter.com/carlescid1" target="_blank">carlescid1</a>	2	0	1	48	132	2104	Espanya	001
@CarlesHeredia	<a href="https://twitter.com/CarlesHeredia" target="_blank">CarlesHeredia</a>	1	1	0	1257	850	2420	Valls	201
@CarlesMacian	<a href="https://twitter.com/CarlesMacian" target="_blank">CarlesMacian</a>	2	0	1	921	1594	3427		001
@carlesmayoral	<a href="https://twitter.com/carlesmayoral" target="_blank">carlesmayoral</a>	2	0	1	144	415	1648		001
@CarlesMundo	<a href="https://twitter.com/CarlesMundo" target="_blank">CarlesMundo</a>	1	48	0	15715	834	7987	Catalunya	006
@carlesmurillof	<a href="https://twitter.com/carlesmurillof" target="_blank">carlesmurillof</a>	0	1	0					184
@carlespamies	<a href="https://twitter.com/carlespamies" target="_blank">carlespamies</a>	26	0	7	1178	1103	86670	Castellví d la Marca Catalunya	001
@CARLESRIUS	<a href="https://twitter.com/CARLESRIUS" target="_blank">CARLESRIUS</a>	9	0	1	4270	4532	49035	BCN-VNG-BELLCAIRE D'URGELL	019
@carlesrocapou	<a href="https://twitter.com/carlesrocapou" target="_blank">carlesrocapou</a>	2	0	1	296	276	640		236
@carlestorras	<a href="https://twitter.com/carlestorras" target="_blank">carlestorras</a>	1	0	1	14169	1336	12531	MADRID	001
@CarlesValbuena	<a href="https://twitter.com/CarlesValbuena" target="_blank">CarlesValbuena</a>	6	0	1	103	572	10218	Barcelona	007
@CarlesVidal	<a href="https://twitter.com/CarlesVidal" target="_blank">CarlesVidal</a>	3	0	1	249	515	5045	Sant Cugat, Barcelona	105
@CarlosJMartin2	<a href="https://twitter.com/CarlosJMartin2" target="_blank">CarlosJMartin2</a>	1	0	1	731	959	15967	Ciudad del Betis	080
@CarlotaBongo	<a href="https://twitter.com/CarlotaBongo" target="_blank">CarlotaBongo</a>	3	0	1	79	217	1461		008
@carme_corominas	<a href="https://twitter.com/carme_corominas" target="_blank">carme_corominas</a>	14	0	1	11	25	3319		019
@carmecalvell	<a href="https://twitter.com/carmecalvell" target="_blank">carmecalvell</a>	1	0	1	384	767	16762		010
@CarmeCots	<a href="https://twitter.com/CarmeCots" target="_blank">CarmeCots</a>	5	0	1	22	90	1399		001
@carmen_uviedo	<a href="https://twitter.com/carmen_uviedo" target="_blank">carmen_uviedo</a>	16	0	1	82	227	6818	Premià de Mar, Catalunya	035
@carmerieramin	<a href="https://twitter.com/carmerieramin" target="_blank">carmerieramin</a>	7	0	1	418	210	8602		079
@carmesanfeliu2	<a href="https://twitter.com/carmesanfeliu2" target="_blank">carmesanfeliu2</a>	1	0	1	113	202	943	Catalunya	001
@Carmina7	<a href="https://twitter.com/Carmina7" target="_blank">Carmina7</a>	4	0	1	1144	616	3758	Sort, Pallars Sobirà ||*||	008
@CarolinaDoblad	<a href="https://twitter.com/CarolinaDoblad" target="_blank">CarolinaDoblad</a>	1	0	1	47	194	376		278
@CarreraVila	<a href="https://twitter.com/CarreraVila" target="_blank">CarreraVila</a>	1	0	1	998	2225	14352	Catalunya	015
@CarullaDaniel	<a href="https://twitter.com/CarullaDaniel" target="_blank">CarullaDaniel</a>	9	0	1	1196	1034	36324		001
@casado_monge	<a href="https://twitter.com/casado_monge" target="_blank">casado_monge</a>	1	0	1	84	138	5503		007
@CasalEsparrec	<a href="https://twitter.com/CasalEsparrec" target="_blank">CasalEsparrec</a>	0	1	0					182
@casamadavalls	<a href="https://twitter.com/casamadavalls" target="_blank">casamadavalls</a>	27	0	1	129	310	16150		001
@castells_emma	<a href="https://twitter.com/castells_emma" target="_blank">castells_emma</a>	2	0	1	295	611	13629		001
@castellviteresa	<a href="https://twitter.com/castellviteresa" target="_blank">castellviteresa</a>	2	0	1	741	539	66136	paris france	009
@cat_sule	<a href="https://twitter.com/cat_sule" target="_blank">cat_sule</a>	1	0	1	30	126	459	catalunya	071
@CATaccio11	<a href="https://twitter.com/CATaccio11" target="_blank">CATaccio11</a>	17	1	1	1600	1908	7288		001
@cataladelsud	<a href="https://twitter.com/cataladelsud" target="_blank">cataladelsud</a>	73	0	1	1154	1886	9980	La Plana, Països Catalans	001
@catalaMaulet	<a href="https://twitter.com/catalaMaulet" target="_blank">catalaMaulet</a>	10	0	1	2668	2877	89556	Camp del Arpa	032
@CatalanRobot	<a href="https://twitter.com/CatalanRobot" target="_blank">CatalanRobot</a>	54	0	2	239	1	22090	Catalonia	016
@Cataleiro	<a href="https://twitter.com/Cataleiro" target="_blank">Cataleiro</a>	9	0	1	170	319	18532	Catalonia	001
@Catalonia1640	<a href="https://twitter.com/Catalonia1640" target="_blank">Catalonia1640</a>	48	0	1	3007	4939	54799		001
@CatarifeTrs	<a href="https://twitter.com/CatarifeTrs" target="_blank">CatarifeTrs</a>	3	0	1	250	798	3201	Tenerife	163
@CATaronja	<a href="https://twitter.com/CATaronja" target="_blank">CATaronja</a>	11	0	2	362	620	17001	Catalunya	066
@CatCentralDC	<a href="https://twitter.com/CatCentralDC" target="_blank">CatCentralDC</a>	0	6	0					023
@CATexit61	<a href="https://twitter.com/CATexit61" target="_blank">CATexit61</a>	5	0	1	57	196	4728	Ciutadà Del Món	019
@CATJRD	<a href="https://twitter.com/CATJRD" target="_blank">CATJRD</a>	39	0	1	260	372	6994	CATALUNYA	001
@CatorzeCat	<a href="https://twitter.com/CatorzeCat" target="_blank">CatorzeCat</a>	1	0	1	25771	3393	30811		091
@catyvall	<a href="https://twitter.com/catyvall" target="_blank">catyvall</a>	8	0	1	108	193	17492		001
@cbonaventura	<a href="https://twitter.com/cbonaventura" target="_blank">cbonaventura</a>	40	0	5	3764	4415	71820	Girona	001
@cchetrit	<a href="https://twitter.com/cchetrit" target="_blank">cchetrit</a>	23	0	1	60	134	3582	Banyoles, Spain	223
@CdeCake	<a href="https://twitter.com/CdeCake" target="_blank">CdeCake</a>	4	0	1	92	188	2642	Pallejà, Catalunya	135
